num,lm,Bone,type,Name,Description,Position,full_model,braincase
572,10,palatine,curve,C42.Palatine-9,C42.dors_edge_ant_ant_med_palat,l,9,3
573,1,palatine,curve,C43.Palatine-0,C43.dors_med_edge_ant_med_ptery_fac_post_med_palat,l,9,3
574,2,palatine,curve,C43.Palatine-1,C43.dors_med_edge_ant_med_ptery_fac_post_med_palat,l,9,3
575,3,palatine,curve,C43.Palatine-2,C43.dors_med_edge_ant_med_ptery_fac_post_med_palat,l,9,3
576,4,palatine,curve,C43.Palatine-3,C43.dors_med_edge_ant_med_ptery_fac_post_med_palat,l,9,3
577,5,palatine,curve,C43.Palatine-4,C43.dors_med_edge_ant_med_ptery_fac_post_med_palat,l,9,3
578,6,palatine,curve,C43.Palatine-5,C43.dors_med_edge_ant_med_ptery_fac_post_med_palat,l,9,3
579,7,palatine,curve,C43.Palatine-6,C43.dors_med_edge_ant_med_ptery_fac_post_med_palat,l,9,3
580,8,palatine,curve,C43.Palatine-7,C43.dors_med_edge_ant_med_ptery_fac_post_med_palat,l,9,3
581,9,palatine,curve,C43.Palatine-8,C43.dors_med_edge_ant_med_ptery_fac_post_med_palat,l,9,3
582,10,palatine,curve,C43.Palatine-9,C43.dors_med_edge_ant_med_ptery_fac_post_med_palat,l,9,3
583,1,ectopterygoid,curve,C44.Ectopterygoid-0,C44.ant_edge_ant_lat_ectoptery,l,10,4
584,2,ectopterygoid,curve,C44.Ectopterygoid-1,C44.ant_edge_ant_lat_ectoptery,l,10,4
585,3,ectopterygoid,curve,C44.Ectopterygoid-2,C44.ant_edge_ant_lat_ectoptery,l,10,4
586,4,ectopterygoid,curve,C44.Ectopterygoid-3,C44.ant_edge_ant_lat_ectoptery,l,10,4
587,5,ectopterygoid,curve,C44.Ectopterygoid-4,C44.ant_edge_ant_lat_ectoptery,l,10,4
588,6,ectopterygoid,curve,C44.Ectopterygoid-5,C44.ant_edge_ant_lat_ectoptery,l,10,4
589,7,ectopterygoid,curve,C44.Ectopterygoid-6,C44.ant_edge_ant_lat_ectoptery,l,10,4
590,8,ectopterygoid,curve,C44.Ectopterygoid-7,C44.ant_edge_ant_lat_ectoptery,l,10,4
591,9,ectopterygoid,curve,C44.Ectopterygoid-8,C44.ant_edge_ant_lat_ectoptery,l,10,4
592,10,ectopterygoid,curve,C44.Ectopterygoid-9,C44.ant_edge_ant_lat_ectoptery,l,10,4
593,1,ectopterygoid,curve,C45.Ectopterygoid-0,C45.med_edge_ant_med_post_ectoptery,l,10,4
594,2,ectopterygoid,curve,C45.Ectopterygoid-1,C45.med_edge_ant_med_post_ectoptery,l,10,4
595,3,ectopterygoid,curve,C45.Ectopterygoid-2,C45.med_edge_ant_med_post_ectoptery,l,10,4
596,4,ectopterygoid,curve,C45.Ectopterygoid-3,C45.med_edge_ant_med_post_ectoptery,l,10,4
597,5,ectopterygoid,curve,C45.Ectopterygoid-4,C45.med_edge_ant_med_post_ectoptery,l,10,4
598,6,ectopterygoid,curve,C45.Ectopterygoid-5,C45.med_edge_ant_med_post_ectoptery,l,10,4
599,7,ectopterygoid,curve,C45.Ectopterygoid-6,C45.med_edge_ant_med_post_ectoptery,l,10,4
600,8,ectopterygoid,curve,C45.Ectopterygoid-7,C45.med_edge_ant_med_post_ectoptery,l,10,4
601,9,ectopterygoid,curve,C45.Ectopterygoid-8,C45.med_edge_ant_med_post_ectoptery,l,10,4
602,10,ectopterygoid,curve,C45.Ectopterygoid-9,C45.med_edge_ant_med_post_ectoptery,l,10,4
603,1,ectopterygoid,curve,C46.Ectopterygoid-0,C46.lat_edge_post_ant_lat_ectoptery,l,10,4
604,2,ectopterygoid,curve,C46.Ectopterygoid-1,C46.lat_edge_post_ant_lat_ectoptery,l,10,4
605,3,ectopterygoid,curve,C46.Ectopterygoid-2,C46.lat_edge_post_ant_lat_ectoptery,l,10,4
606,4,ectopterygoid,curve,C46.Ectopterygoid-3,C46.lat_edge_post_ant_lat_ectoptery,l,10,4
607,5,ectopterygoid,curve,C46.Ectopterygoid-4,C46.lat_edge_post_ant_lat_ectoptery,l,10,4
608,6,ectopterygoid,curve,C46.Ectopterygoid-5,C46.lat_edge_post_ant_lat_ectoptery,l,10,4
609,7,ectopterygoid,curve,C46.Ectopterygoid-6,C46.lat_edge_post_ant_lat_ectoptery,l,10,4
610,8,ectopterygoid,curve,C46.Ectopterygoid-7,C46.lat_edge_post_ant_lat_ectoptery,l,10,4
611,9,ectopterygoid,curve,C46.Ectopterygoid-8,C46.lat_edge_post_ant_lat_ectoptery,l,10,4
612,10,ectopterygoid,curve,C46.Ectopterygoid-9,C46.lat_edge_post_ant_lat_ectoptery,l,10,4
613,1,pterygoid,curve,C47.Pterygoid-0,C47.post_vent_edge_post_teeth_row_post_ptery,l,11,5
614,2,pterygoid,curve,C47.Pterygoid-1,C47.post_vent_edge_post_teeth_row_post_ptery,l,11,5
615,3,pterygoid,curve,C47.Pterygoid-2,C47.post_vent_edge_post_teeth_row_post_ptery,l,11,5
616,4,pterygoid,curve,C47.Pterygoid-3,C47.post_vent_edge_post_teeth_row_post_ptery,l,11,5
617,5,pterygoid,curve,C47.Pterygoid-4,C47.post_vent_edge_post_teeth_row_post_ptery,l,11,5
618,6,pterygoid,curve,C47.Pterygoid-5,C47.post_vent_edge_post_teeth_row_post_ptery,l,11,5
619,7,pterygoid,curve,C47.Pterygoid-6,C47.post_vent_edge_post_teeth_row_post_ptery,l,11,5
620,8,pterygoid,curve,C47.Pterygoid-7,C47.post_vent_edge_post_teeth_row_post_ptery,l,11,5
621,9,pterygoid,curve,C47.Pterygoid-8,C47.post_vent_edge_post_teeth_row_post_ptery,l,11,5
622,10,pterygoid,curve,C47.Pterygoid-9,C47.post_vent_edge_post_teeth_row_post_ptery,l,11,5
623,1,pterygoid,curve,C48.Pterygoid-0,C48.teeth_row_lat_post_ant_ptery,l,11,5
624,2,pterygoid,curve,C48.Pterygoid-1,C48.teeth_row_lat_post_ant_ptery,l,11,5
625,3,pterygoid,curve,C48.Pterygoid-2,C48.teeth_row_lat_post_ant_ptery,l,11,5
626,4,pterygoid,curve,C48.Pterygoid-3,C48.teeth_row_lat_post_ant_ptery,l,11,5
627,5,pterygoid,curve,C48.Pterygoid-4,C48.teeth_row_lat_post_ant_ptery,l,11,5
628,6,pterygoid,curve,C48.Pterygoid-5,C48.teeth_row_lat_post_ant_ptery,l,11,5
629,7,pterygoid,curve,C48.Pterygoid-6,C48.teeth_row_lat_post_ant_ptery,l,11,5
630,8,pterygoid,curve,C48.Pterygoid-7,C48.teeth_row_lat_post_ant_ptery,l,11,5
631,9,pterygoid,curve,C48.Pterygoid-8,C48.teeth_row_lat_post_ant_ptery,l,11,5
632,10,pterygoid,curve,C48.Pterygoid-9,C48.teeth_row_lat_post_ant_ptery,l,11,5
633,1,pterygoid,curve,C49.Pterygoid-0,C49.teeth_row_med_post_ant_ptery,l,11,5
634,2,pterygoid,curve,C49.Pterygoid-1,C49.teeth_row_med_post_ant_ptery,l,11,5
635,3,pterygoid,curve,C49.Pterygoid-2,C49.teeth_row_med_post_ant_ptery,l,11,5
636,4,pterygoid,curve,C49.Pterygoid-3,C49.teeth_row_med_post_ant_ptery,l,11,5
637,5,pterygoid,curve,C49.Pterygoid-4,C49.teeth_row_med_post_ant_ptery,l,11,5
638,6,pterygoid,curve,C49.Pterygoid-5,C49.teeth_row_med_post_ant_ptery,l,11,5
639,7,pterygoid,curve,C49.Pterygoid-6,C49.teeth_row_med_post_ant_ptery,l,11,5
640,8,pterygoid,curve,C49.Pterygoid-7,C49.teeth_row_med_post_ant_ptery,l,11,5
641,9,pterygoid,curve,C49.Pterygoid-8,C49.teeth_row_med_post_ant_ptery,l,11,5
642,10,pterygoid,curve,C49.Pterygoid-9,C49.teeth_row_med_post_ant_ptery,l,11,5
643,1,pterygoid,curve,C50.Pterygoid-0,C50.post_dors_edge_post_ectoptery_fac_ant_ptery,l,11,5
644,2,pterygoid,curve,C50.Pterygoid-1,C50.post_dors_edge_post_ectoptery_fac_ant_ptery,l,11,5
645,3,pterygoid,curve,C50.Pterygoid-2,C50.post_dors_edge_post_ectoptery_fac_ant_ptery,l,11,5
646,4,pterygoid,curve,C50.Pterygoid-3,C50.post_dors_edge_post_ectoptery_fac_ant_ptery,l,11,5
647,5,pterygoid,curve,C50.Pterygoid-4,C50.post_dors_edge_post_ectoptery_fac_ant_ptery,l,11,5
648,6,pterygoid,curve,C50.Pterygoid-5,C50.post_dors_edge_post_ectoptery_fac_ant_ptery,l,11,5
649,7,pterygoid,curve,C50.Pterygoid-6,C50.post_dors_edge_post_ectoptery_fac_ant_ptery,l,11,5
650,8,pterygoid,curve,C50.Pterygoid-7,C50.post_dors_edge_post_ectoptery_fac_ant_ptery,l,11,5
651,9,pterygoid,curve,C50.Pterygoid-8,C50.post_dors_edge_post_ectoptery_fac_ant_ptery,l,11,5
652,10,pterygoid,curve,C50.Pterygoid-9,C50.post_dors_edge_post_ectoptery_fac_ant_ptery,l,11,5
653,1,pterygoid,curve,C51.Pterygoid-0,C51.ant_dors_edge_ectoptery_fac_ant_teeth_row_ant_ptery,l,11,5
654,2,pterygoid,curve,C51.Pterygoid-1,C51.ant_dors_edge_ectoptery_fac_ant_teeth_row_ant_ptery,l,11,5
655,3,pterygoid,curve,C51.Pterygoid-2,C51.ant_dors_edge_ectoptery_fac_ant_teeth_row_ant_ptery,l,11,5
656,4,pterygoid,curve,C51.Pterygoid-3,C51.ant_dors_edge_ectoptery_fac_ant_teeth_row_ant_ptery,l,11,5
657,5,pterygoid,curve,C51.Pterygoid-4,C51.ant_dors_edge_ectoptery_fac_ant_teeth_row_ant_ptery,l,11,5
658,6,pterygoid,curve,C51.Pterygoid-5,C51.ant_dors_edge_ectoptery_fac_ant_teeth_row_ant_ptery,l,11,5
659,7,pterygoid,curve,C51.Pterygoid-6,C51.ant_dors_edge_ectoptery_fac_ant_teeth_row_ant_ptery,l,11,5
660,8,pterygoid,curve,C51.Pterygoid-7,C51.ant_dors_edge_ectoptery_fac_ant_teeth_row_ant_ptery,l,11,5
661,9,pterygoid,curve,C51.Pterygoid-8,C51.ant_dors_edge_ectoptery_fac_ant_teeth_row_ant_ptery,l,11,5
662,10,pterygoid,curve,C51.Pterygoid-9,C51.ant_dors_edge_ectoptery_fac_ant_teeth_row_ant_ptery,l,11,5
663,1,pterygoid,curve,C52.Pterygoid-0,C52.ectoptery_fac_post_ant_ptery,l,11,5
664,2,pterygoid,curve,C52.Pterygoid-1,C52.ectoptery_fac_post_ant_ptery,l,11,5
665,3,pterygoid,curve,C52.Pterygoid-2,C52.ectoptery_fac_post_ant_ptery,l,11,5
666,4,pterygoid,curve,C52.Pterygoid-3,C52.ectoptery_fac_post_ant_ptery,l,11,5
667,5,pterygoid,curve,C52.Pterygoid-4,C52.ectoptery_fac_post_ant_ptery,l,11,5
668,6,pterygoid,curve,C52.Pterygoid-5,C52.ectoptery_fac_post_ant_ptery,l,11,5
669,7,pterygoid,curve,C52.Pterygoid-6,C52.ectoptery_fac_post_ant_ptery,l,11,5
670,8,pterygoid,curve,C52.Pterygoid-7,C52.ectoptery_fac_post_ant_ptery,l,11,5
671,9,pterygoid,curve,C52.Pterygoid-8,C52.ectoptery_fac_post_ant_ptery,l,11,5
672,10,pterygoid,curve,C52.Pterygoid-9,C52.ectoptery_fac_post_ant_ptery,l,11,5
673,1,pterygoid,curve,C53.Pterygoid-0,C53.ectoptery_fac_ant_post_ptery,l,11,5
674,2,pterygoid,curve,C53.Pterygoid-1,C53.ectoptery_fac_ant_post_ptery,l,11,5
675,3,pterygoid,curve,C53.Pterygoid-2,C53.ectoptery_fac_ant_post_ptery,l,11,5
676,4,pterygoid,curve,C53.Pterygoid-3,C53.ectoptery_fac_ant_post_ptery,l,11,5
677,5,pterygoid,curve,C53.Pterygoid-4,C53.ectoptery_fac_ant_post_ptery,l,11,5
678,6,pterygoid,curve,C53.Pterygoid-5,C53.ectoptery_fac_ant_post_ptery,l,11,5
679,7,pterygoid,curve,C53.Pterygoid-6,C53.ectoptery_fac_ant_post_ptery,l,11,5
680,8,pterygoid,curve,C53.Pterygoid-7,C53.ectoptery_fac_ant_post_ptery,l,11,5
681,9,pterygoid,curve,C53.Pterygoid-8,C53.ectoptery_fac_ant_post_ptery,l,11,5
682,10,pterygoid,curve,C53.Pterygoid-9,C53.ectoptery_fac_ant_post_ptery,l,11,5
683,1,dentary,curve,C54.Dentary-0,C54.teeth_row_intramand_dors_post_teeth_row_ant_dent,l,12,6
684,2,dentary,curve,C54.Dentary-1,C54.teeth_row_intramand_dors_post_teeth_row_ant_dent,l,12,6
685,3,dentary,curve,C54.Dentary-2,C54.teeth_row_intramand_dors_post_teeth_row_ant_dent,l,12,6
686,4,dentary,curve,C54.Dentary-3,C54.teeth_row_intramand_dors_post_teeth_row_ant_dent,l,12,6
687,5,dentary,curve,C54.Dentary-4,C54.teeth_row_intramand_dors_post_teeth_row_ant_dent,l,12,6
688,6,dentary,curve,C54.Dentary-5,C54.teeth_row_intramand_dors_post_teeth_row_ant_dent,l,12,6
689,7,dentary,curve,C54.Dentary-6,C54.teeth_row_intramand_dors_post_teeth_row_ant_dent,l,12,6
690,8,dentary,curve,C54.Dentary-7,C54.teeth_row_intramand_dors_post_teeth_row_ant_dent,l,12,6
691,9,dentary,curve,C54.Dentary-8,C54.teeth_row_intramand_dors_post_teeth_row_ant_dent,l,12,6
692,10,dentary,curve,C54.Dentary-9,C54.teeth_row_intramand_dors_post_teeth_row_ant_dent,l,12,6
693,1,dentary,curve,C55.Dentary-0,C55.dent_comp_art_lat_edge_intramand_dors_post_dent_comp_art_ant_dent,l,12,6
694,2,dentary,curve,C55.Dentary-1,C55.dent_comp_art_lat_edge_intramand_dors_post_dent_comp_art_ant_dent,l,12,6
695,3,dentary,curve,C55.Dentary-2,C55.dent_comp_art_lat_edge_intramand_dors_post_dent_comp_art_ant_dent,l,12,6
696,4,dentary,curve,C55.Dentary-3,C55.dent_comp_art_lat_edge_intramand_dors_post_dent_comp_art_ant_dent,l,12,6
697,5,dentary,curve,C55.Dentary-4,C55.dent_comp_art_lat_edge_intramand_dors_post_dent_comp_art_ant_dent,l,12,6
698,6,dentary,curve,C55.Dentary-5,C55.dent_comp_art_lat_edge_intramand_dors_post_dent_comp_art_ant_dent,l,12,6
699,7,dentary,curve,C55.Dentary-6,C55.dent_comp_art_lat_edge_intramand_dors_post_dent_comp_art_ant_dent,l,12,6
700,8,dentary,curve,C55.Dentary-7,C55.dent_comp_art_lat_edge_intramand_dors_post_dent_comp_art_ant_dent,l,12,6
701,9,dentary,curve,C55.Dentary-8,C55.dent_comp_art_lat_edge_intramand_dors_post_dent_comp_art_ant_dent,l,12,6
702,10,dentary,curve,C55.Dentary-9,C55.dent_comp_art_lat_edge_intramand_dors_post_dent_comp_art_ant_dent,l,12,6
703,1,dentary,curve,C56.Dentary-0,C56.dent_comp_art_lat_edge_ant_intramand_vent_post_dent,l,12,6
704,2,dentary,curve,C56.Dentary-1,C56.dent_comp_art_lat_edge_ant_intramand_vent_post_dent,l,12,6
705,3,dentary,curve,C56.Dentary-2,C56.dent_comp_art_lat_edge_ant_intramand_vent_post_dent,l,12,6
706,4,dentary,curve,C56.Dentary-3,C56.dent_comp_art_lat_edge_ant_intramand_vent_post_dent,l,12,6
707,5,dentary,curve,C56.Dentary-4,C56.dent_comp_art_lat_edge_ant_intramand_vent_post_dent,l,12,6
708,6,dentary,curve,C56.Dentary-5,C56.dent_comp_art_lat_edge_ant_intramand_vent_post_dent,l,12,6
709,7,dentary,curve,C56.Dentary-6,C56.dent_comp_art_lat_edge_ant_intramand_vent_post_dent,l,12,6
710,8,dentary,curve,C56.Dentary-7,C56.dent_comp_art_lat_edge_ant_intramand_vent_post_dent,l,12,6
711,9,dentary,curve,C56.Dentary-8,C56.dent_comp_art_lat_edge_ant_intramand_vent_post_dent,l,12,6
712,10,dentary,curve,C56.Dentary-9,C56.dent_comp_art_lat_edge_ant_intramand_vent_post_dent,l,12,6
713,1,dentary,curve,C57.Dentary-0,C57.vent_edge_intramand_vent_post_teeth_row_ant_dent,l,12,6
714,2,dentary,curve,C57.Dentary-1,C57.vent_edge_intramand_vent_post_teeth_row_ant_dent,l,12,6
715,3,dentary,curve,C57.Dentary-2,C57.vent_edge_intramand_vent_post_teeth_row_ant_dent,l,12,6
716,4,dentary,curve,C57.Dentary-3,C57.vent_edge_intramand_vent_post_teeth_row_ant_dent,l,12,6
717,5,dentary,curve,C57.Dentary-4,C57.vent_edge_intramand_vent_post_teeth_row_ant_dent,l,12,6
718,6,dentary,curve,C57.Dentary-5,C57.vent_edge_intramand_vent_post_teeth_row_ant_dent,l,12,6
719,7,dentary,curve,C57.Dentary-6,C57.vent_edge_intramand_vent_post_teeth_row_ant_dent,l,12,6
720,8,dentary,curve,C57.Dentary-7,C57.vent_edge_intramand_vent_post_teeth_row_ant_dent,l,12,6
721,9,dentary,curve,C57.Dentary-8,C57.vent_edge_intramand_vent_post_teeth_row_ant_dent,l,12,6
722,10,dentary,curve,C57.Dentary-9,C57.vent_edge_intramand_vent_post_teeth_row_ant_dent,l,12,6
723,1,dentary,curve,C58.Dentary-0,C58.dent_comp_art_med_edge_dent_comp_art_ant_med_post_med_dent,l,12,6
724,2,dentary,curve,C58.Dentary-1,C58.dent_comp_art_med_edge_dent_comp_art_ant_med_post_med_dent,l,12,6
725,3,dentary,curve,C58.Dentary-2,C58.dent_comp_art_med_edge_dent_comp_art_ant_med_post_med_dent,l,12,6
726,4,dentary,curve,C58.Dentary-3,C58.dent_comp_art_med_edge_dent_comp_art_ant_med_post_med_dent,l,12,6
727,5,dentary,curve,C58.Dentary-4,C58.dent_comp_art_med_edge_dent_comp_art_ant_med_post_med_dent,l,12,6
728,6,dentary,curve,C58.Dentary-5,C58.dent_comp_art_med_edge_dent_comp_art_ant_med_post_med_dent,l,12,6
729,7,dentary,curve,C58.Dentary-6,C58.dent_comp_art_med_edge_dent_comp_art_ant_med_post_med_dent,l,12,6
730,8,dentary,curve,C58.Dentary-7,C58.dent_comp_art_med_edge_dent_comp_art_ant_med_post_med_dent,l,12,6
731,9,dentary,curve,C58.Dentary-8,C58.dent_comp_art_med_edge_dent_comp_art_ant_med_post_med_dent,l,12,6
732,10,dentary,curve,C58.Dentary-9,C58.dent_comp_art_med_edge_dent_comp_art_ant_med_post_med_dent,l,12,6
733,1,dentary,curve,C59.Dentary-0,C59.teeth_row_inter_teeth_row_dent_comp_art_teeth_row_ant_dent,l,12,6
734,2,dentary,curve,C59.Dentary-1,C59.teeth_row_inter_teeth_row_dent_comp_art_teeth_row_ant_dent,l,12,6
735,3,dentary,curve,C59.Dentary-2,C59.teeth_row_inter_teeth_row_dent_comp_art_teeth_row_ant_dent,l,12,6
736,4,dentary,curve,C59.Dentary-3,C59.teeth_row_inter_teeth_row_dent_comp_art_teeth_row_ant_dent,l,12,6
737,5,dentary,curve,C59.Dentary-4,C59.teeth_row_inter_teeth_row_dent_comp_art_teeth_row_ant_dent,l,12,6
738,6,dentary,curve,C59.Dentary-5,C59.teeth_row_inter_teeth_row_dent_comp_art_teeth_row_ant_dent,l,12,6
739,7,dentary,curve,C59.Dentary-6,C59.teeth_row_inter_teeth_row_dent_comp_art_teeth_row_ant_dent,l,12,6
740,8,dentary,curve,C59.Dentary-7,C59.teeth_row_inter_teeth_row_dent_comp_art_teeth_row_ant_dent,l,12,6
741,9,dentary,curve,C59.Dentary-8,C59.teeth_row_inter_teeth_row_dent_comp_art_teeth_row_ant_dent,l,12,6
742,10,dentary,curve,C59.Dentary-9,C59.teeth_row_inter_teeth_row_dent_comp_art_teeth_row_ant_dent,l,12,6
743,1,compound,curve,C60.Compound-0,C60.dors_ridge_ant_ant_inter_surang_preart_proc_comp,l,13,7
744,2,compound,curve,C60.Compound-1,C60.dors_ridge_ant_ant_inter_surang_preart_proc_comp,l,13,7
745,3,compound,curve,C60.Compound-2,C60.dors_ridge_ant_ant_inter_surang_preart_proc_comp,l,13,7
746,4,compound,curve,C60.Compound-3,C60.dors_ridge_ant_ant_inter_surang_preart_proc_comp,l,13,7
747,5,compound,curve,C60.Compound-4,C60.dors_ridge_ant_ant_inter_surang_preart_proc_comp,l,13,7
748,6,compound,curve,C60.Compound-5,C60.dors_ridge_ant_ant_inter_surang_preart_proc_comp,l,13,7
749,7,compound,curve,C60.Compound-6,C60.dors_ridge_ant_ant_inter_surang_preart_proc_comp,l,13,7
750,8,compound,curve,C60.Compound-7,C60.dors_ridge_ant_ant_inter_surang_preart_proc_comp,l,13,7
751,9,compound,curve,C60.Compound-8,C60.dors_ridge_ant_ant_inter_surang_preart_proc_comp,l,13,7
752,10,compound,curve,C60.Compound-9,C60.dors_ridge_ant_ant_inter_surang_preart_proc_comp,l,13,7
753,1,compound,curve,C61.Compound-0,C61.surang_proc_ant_post_comp,l,13,7
754,2,compound,curve,C61.Compound-1,C61.surang_proc_ant_post_comp,l,13,7
755,3,compound,curve,C61.Compound-2,C61.surang_proc_ant_post_comp,l,13,7
756,4,compound,curve,C61.Compound-3,C61.surang_proc_ant_post_comp,l,13,7
757,5,compound,curve,C61.Compound-4,C61.surang_proc_ant_post_comp,l,13,7
758,6,compound,curve,C61.Compound-5,C61.surang_proc_ant_post_comp,l,13,7
759,7,compound,curve,C61.Compound-6,C61.surang_proc_ant_post_comp,l,13,7
760,8,compound,curve,C61.Compound-7,C61.surang_proc_ant_post_comp,l,13,7
761,9,compound,curve,C61.Compound-8,C61.surang_proc_ant_post_comp,l,13,7
762,10,compound,curve,C61.Compound-9,C61.surang_proc_ant_post_comp,l,13,7
763,1,compound,curve,C62.Compound-0,C62.preart_proc_ant_post_comp,l,13,7
764,2,compound,curve,C62.Compound-1,C62.preart_proc_ant_post_comp,l,13,7
765,3,compound,curve,C62.Compound-2,C62.preart_proc_ant_post_comp,l,13,7
766,4,compound,curve,C62.Compound-3,C62.preart_proc_ant_post_comp,l,13,7
767,5,compound,curve,C62.Compound-4,C62.preart_proc_ant_post_comp,l,13,7
768,6,compound,curve,C62.Compound-5,C62.preart_proc_ant_post_comp,l,13,7
769,7,compound,curve,C62.Compound-6,C62.preart_proc_ant_post_comp,l,13,7
770,8,compound,curve,C62.Compound-7,C62.preart_proc_ant_post_comp,l,13,7
771,9,compound,curve,C62.Compound-8,C62.preart_proc_ant_post_comp,l,13,7
772,10,compound,curve,C62.Compound-9,C62.preart_proc_ant_post_comp,l,13,7
773,1,compound,curve,C63.Compound-0,C63.comp_quad_joint_ant_edge_ant_lat_ant_med_comp,l,13,7
774,2,compound,curve,C63.Compound-1,C63.comp_quad_joint_ant_edge_ant_lat_ant_med_comp,l,13,7
775,3,compound,curve,C63.Compound-2,C63.comp_quad_joint_ant_edge_ant_lat_ant_med_comp,l,13,7
776,4,compound,curve,C63.Compound-3,C63.comp_quad_joint_ant_edge_ant_lat_ant_med_comp,l,13,7
777,5,compound,curve,C63.Compound-4,C63.comp_quad_joint_ant_edge_ant_lat_ant_med_comp,l,13,7
778,6,compound,curve,C63.Compound-5,C63.comp_quad_joint_ant_edge_ant_lat_ant_med_comp,l,13,7
779,7,compound,curve,C63.Compound-6,C63.comp_quad_joint_ant_edge_ant_lat_ant_med_comp,l,13,7
780,8,compound,curve,C63.Compound-7,C63.comp_quad_joint_ant_edge_ant_lat_ant_med_comp,l,13,7
781,9,compound,curve,C63.Compound-8,C63.comp_quad_joint_ant_edge_ant_lat_ant_med_comp,l,13,7
782,10,compound,curve,C63.Compound-9,C63.comp_quad_joint_ant_edge_ant_lat_ant_med_comp,l,13,7
783,1,compound,curve,C64.Compound-0,C64.comp_quad_joint_post_ege_post_alt_post_med_comp,l,13,7
784,2,compound,curve,C64.Compound-1,C64.comp_quad_joint_post_ege_post_alt_post_med_comp,l,13,7
785,3,compound,curve,C64.Compound-2,C64.comp_quad_joint_post_ege_post_alt_post_med_comp,l,13,7
786,4,compound,curve,C64.Compound-3,C64.comp_quad_joint_post_ege_post_alt_post_med_comp,l,13,7
787,5,compound,curve,C64.Compound-4,C64.comp_quad_joint_post_ege_post_alt_post_med_comp,l,13,7
788,6,compound,curve,C64.Compound-5,C64.comp_quad_joint_post_ege_post_alt_post_med_comp,l,13,7
789,7,compound,curve,C64.Compound-6,C64.comp_quad_joint_post_ege_post_alt_post_med_comp,l,13,7
790,8,compound,curve,C64.Compound-7,C64.comp_quad_joint_post_ege_post_alt_post_med_comp,l,13,7
791,9,compound,curve,C64.Compound-8,C64.comp_quad_joint_post_ege_post_alt_post_med_comp,l,13,7
792,10,compound,curve,C64.Compound-9,C64.comp_quad_joint_post_ege_post_alt_post_med_comp,l,13,7
793,1,compound,curve,C65.Compound-0,C65.vent_ridge_ant_post_vent_comp,l,13,7
794,2,compound,curve,C65.Compound-1,C65.vent_ridge_ant_post_vent_comp,l,13,7
795,3,compound,curve,C65.Compound-2,C65.vent_ridge_ant_post_vent_comp,l,13,7
796,4,compound,curve,C65.Compound-3,C65.vent_ridge_ant_post_vent_comp,l,13,7
797,5,compound,curve,C65.Compound-4,C65.vent_ridge_ant_post_vent_comp,l,13,7
798,6,compound,curve,C65.Compound-5,C65.vent_ridge_ant_post_vent_comp,l,13,7
799,7,compound,curve,C65.Compound-6,C65.vent_ridge_ant_post_vent_comp,l,13,7
800,8,compound,curve,C65.Compound-7,C65.vent_ridge_ant_post_vent_comp,l,13,7
801,9,compound,curve,C65.Compound-8,C65.vent_ridge_ant_post_vent_comp,l,13,7
802,10,compound,curve,C65.Compound-9,C65.vent_ridge_ant_post_vent_comp,l,13,7
803,1,quadrate,curve,C66.Quadrate-0,C66.quad_supratemp_joint_art_supratemp_dors_ant_dors_post_quad,l,14,8
804,2,quadrate,curve,C66.Quadrate-1,C66.quad_supratemp_joint_art_supratemp_dors_ant_dors_post_quad,l,14,8
805,3,quadrate,curve,C66.Quadrate-2,C66.quad_supratemp_joint_art_supratemp_dors_ant_dors_post_quad,l,14,8
806,4,quadrate,curve,C66.Quadrate-3,C66.quad_supratemp_joint_art_supratemp_dors_ant_dors_post_quad,l,14,8
807,5,quadrate,curve,C66.Quadrate-4,C66.quad_supratemp_joint_art_supratemp_dors_ant_dors_post_quad,l,14,8
808,6,quadrate,curve,C66.Quadrate-5,C66.quad_supratemp_joint_art_supratemp_dors_ant_dors_post_quad,l,14,8
809,7,quadrate,curve,C66.Quadrate-6,C66.quad_supratemp_joint_art_supratemp_dors_ant_dors_post_quad,l,14,8
810,8,quadrate,curve,C66.Quadrate-7,C66.quad_supratemp_joint_art_supratemp_dors_ant_dors_post_quad,l,14,8
811,9,quadrate,curve,C66.Quadrate-8,C66.quad_supratemp_joint_art_supratemp_dors_ant_dors_post_quad,l,14,8
812,10,quadrate,curve,C66.Quadrate-9,C66.quad_supratemp_joint_art_supratemp_dors_ant_dors_post_quad,l,14,8
813,1,quadrate,curve,C67.Quadrate-0,C67.quad_supratemp_joint_art_supratemp_dors_post_vent_post_quad,l,14,8
814,2,quadrate,curve,C67.Quadrate-1,C67.quad_supratemp_joint_art_supratemp_dors_post_vent_post_quad,l,14,8
815,3,quadrate,curve,C67.Quadrate-2,C67.quad_supratemp_joint_art_supratemp_dors_post_vent_post_quad,l,14,8
816,4,quadrate,curve,C67.Quadrate-3,C67.quad_supratemp_joint_art_supratemp_dors_post_vent_post_quad,l,14,8
817,5,quadrate,curve,C67.Quadrate-4,C67.quad_supratemp_joint_art_supratemp_dors_post_vent_post_quad,l,14,8
818,6,quadrate,curve,C67.Quadrate-5,C67.quad_supratemp_joint_art_supratemp_dors_post_vent_post_quad,l,14,8
819,7,quadrate,curve,C67.Quadrate-6,C67.quad_supratemp_joint_art_supratemp_dors_post_vent_post_quad,l,14,8
